"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL362101";"";"";"Small molecule";"";"538.28";"7";"8";"4.99";"35.58";"4";"1";"1";"7";"N";"0.40";"13.64";"7.33";"5.60";"5.33";"2";"MOL";"-1";"27";"4";"1";"1";"536.9905";"-1.73";"NEUTRAL";"C19H22Cl2IN3OS";"O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(I)s1";"CPTTYKNXUVQTGN-UHFFFAOYSA-N"
"CHEMBL3642749";"";"";"Small molecule";"";"428.62";"3";"3";"3.64";"57.70";"5";"1";"0";"6";"N";"0.75";"None";"8.34";"3.73";"2.65";"1";"MOL";"-1";"31";"6";"1";"0";"428.3151";"-1.13";"NEUTRAL";"C25H40N4O2";"CC(C)(C)CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1";"DQVWGUUNHWMPMS-MXVIHJGJSA-N"
"CHEMBL3287279";"";"";"Small molecule";"";"464.37";"4";"4";"5.02";"48.72";"4";"1";"1";"7";"N";"0.53";"None";"5.88";"4.41";"4.40";"3";"MOL";"-1";"31";"5";"1";"1";"463.1230";"-1.44";"NEUTRAL";"C23H24Cl2FN3O2";"O=C(NCC[C@@H](F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1";"LRBUVURCWWAQQT-QGZVFWFLSA-N"
"CHEMBL3323654";"";"";"Small molecule";"";"362.50";"3";"3";"3.28";"85.35";"5";"4";"0";"5";"N";"0.66";"6.98";"9.94";"2.36";"2.27";"2";"MOL";"-1";"25";"5";"4";"0";"362.1664";"0.41";"BASE";"C19H26N2O3S";"O=c1[nH]c2c(O)ccc([C@@H](O)CN[C@H]3CCC[C@@H]3C3CCCC3)c2s1";"LMKMYJGZBLESNG-INWMFGNUSA-N"
"CHEMBL1940409";"";"";"Small molecule";"";"364.92";"8";"12";"4.78";"6.48";"3";"0";"0";"6";"N";"0.54";"None";"8.09";"5.06";"4.29";"2";"MOL";"-1";"24";"2";"0";"0";"364.1176";"-2.13";"NEUTRAL";"C19H22ClFN2S";"Fc1ccc(SCCCN2CCN(c3ccc(Cl)cc3)CC2)cc1";"QEVFANOTWOZMFN-UHFFFAOYSA-N"
"CHEMBL4538239";"";"";"Unknown";"";"351.41";"2";"6";"1.79";"74.35";"5";"1";"0";"5";"N";"0.76";"10.95";"6.35";"1.25";"1.22";"3";"MOL";"-1";"26";"7";"1";"0";"351.1695";"-1.93";"NEUTRAL";"C19H21N5O2";"O=C(c1n[nH]c2ccccc12)N1CCN(CCOc2cccnc2)CC1";"OBZMXWUQHYLQEP-UHFFFAOYSA-N"
"CHEMBL3774431";"";"";"Small molecule";"";"443.64";"3";"9";"4.69";"37.19";"6";"0";"0";"7";"N";"0.46";"None";"9.17";"4.65";"2.87";"2";"MOL";"-1";"31";"5";"0";"0";"443.2519";"-1.78";"BASE";"C24H34FN5S";"Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)nnc1C1CCCCC1";"XUKSGYGUDPUQCB-UHFFFAOYSA-N"
"CHEMBL3775338";"";"";"Small molecule";"";"493.46";"3";"3";"4.78";"63.22";"8";"0";"0";"7";"N";"0.35";"None";"9.06";"3.50";"1.83";"3";"MOL";"-1";"32";"7";"0";"0";"492.1266";"-1.62";"BASE";"C22H26Cl2N6OS";"Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4cc(Cl)cc(Cl)c4)C3C2)n1C";"JYMJYHGKDBZGLV-UHFFFAOYSA-N"
"CHEMBL1461383";"";"";"Small molecule";"";"391.94";"9";"11";"2.57";"48.83";"5";"1";"0";"6";"N";"0.86";"None";"7.28";"3.86";"3.61";"2";"MOL";"-1";"26";"5";"1";"0";"355.2260";"-1.70";"NEUTRAL";"C21H30ClN3O2";"Cc1cc(C)c(C)c(OCC(O)CN2CCN(c3ccccn3)CC2)c1.Cl";"RXUAZHZRZYXAJC-UHFFFAOYSA-N"
"CHEMBL4551635";"BAY-069";"";"Unknown";"";"446.81";"61";"113";"5.45";"64.09";"4";"1";"1";"3";"N";"0.45";"9.04";"None";"5.43";"5.42";"4";"MOL";"-1";"31";"5";"1";"1";"446.0645";"-0.73";"NEUTRAL";"C22H14ClF3N2O3";"Cc1ccccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)c2ccccc2c1Cl";"UNSHMXUHOHBLIQ-UHFFFAOYSA-N"
"CHEMBL4753328";"";"";"Unknown";"";"409.86";"54";"112";"3.49";"54.46";"4";"1";"0";"7";"N";"0.71";"None";"8.07";"2.81";"2.06";"2";"MOL";"-1";"28";"5";"1";"0";"409.1369";"-1.78";"NEUTRAL";"C20H22ClF2N3O2";"O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2ccccn2)CC1";"ZMEGJWWPDKBOER-UHFFFAOYSA-N"
"CHEMBL3358505";"";"";"Small molecule";"";"392.55";"5";"5";"3.13";"47.61";"4";"2";"0";"7";"N";"0.71";"None";"8.28";"3.37";"2.44";"2";"MOL";"-1";"29";"5";"2";"0";"392.2576";"-1.03";"NEUTRAL";"C24H32N4O";"O=C(NCCCCN1CCN(c2ccccc2)CC1)[C@H]1CCc2ccccc2N1";"CLTAQMJYOUARDB-HSZRJFAPSA-N"
"CHEMBL3775386";"";"";"Small molecule";"";"505.57";"3";"3";"3.86";"72.20";"9";"0";"1";"8";"N";"0.34";"None";"9.18";"3.68";"1.89";"3";"MOL";"-1";"35";"8";"0";"1";"505.1872";"-1.86";"BASE";"C23H26F3N7OS";"Cn1c(SCCCN2CC3CCN(c4ccc(OC(F)(F)F)cc4)C3C2)nnc1-c1cnccn1";"KNAFTDDIPPEGMH-UHFFFAOYSA-N"
"CHEMBL3323657";"";"";"Small molecule";"";"336.46";"4";"6";"2.74";"85.35";"5";"4";"0";"5";"N";"0.68";"6.98";"9.94";"1.94";"1.84";"2";"MOL";"-1";"23";"5";"4";"0";"336.1508";"0.48";"BASE";"C17H24N2O3S";"CC(C)[C@H]1CCC[C@H]1NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12";"PFGBBCQUFOGHGT-QKCSRTOESA-N"
"CHEMBL315772";"";"";"Small molecule";"";"328.84";"17";"28";"4.06";"15.71";"3";"0";"0";"2";"N";"0.83";"None";"8.39";"4.56";"3.53";"2";"MOL";"-1";"23";"3";"0";"0";"328.1342";"-0.56";"NEUTRAL";"C19H21ClN2O";"CN(C)CC1CC2c3ccccc3Cc3ccc(Cl)cc3N2O1";"JTLCTTWVUAIQHD-UHFFFAOYSA-N"
"CHEMBL3774683";"";"";"Small molecule";"";"489.57";"11";"18";"3.98";"62.97";"8";"0";"0";"7";"N";"0.37";"None";"9.20";"3.12";"1.33";"3";"MOL";"-1";"34";"7";"0";"0";"489.1922";"-1.93";"BASE";"C23H26F3N7S";"Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cnccn1";"IYZBRQAAJGEDNI-UHFFFAOYSA-N"
"CHEMBL3695400";"";"";"Small molecule";"";"406.59";"3";"3";"3.30";"58.64";"4";"1";"0";"6";"N";"0.79";"11.75";"9.83";"2.55";"0.25";"1";"MOL";"-1";"28";"5";"1";"0";"406.2290";"-0.96";"BASE";"C22H34N2O3S";"CS(=O)(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1";"FOSYKSVEHLEJMK-UAPYVXQJSA-N"
"CHEMBL1308629";"";"";"Small molecule";"";"338.27";"13";"13";"3.23";"19.37";"4";"0";"0";"3";"N";"0.86";"None";"6.23";"3.88";"3.85";"2";"MOL";"-1";"19";"3";"0";"0";"337.0248";"-2.81";"NEUTRAL";"C14H16BrN3S";"Brc1ccc(CN2CCN(c3ccccn3)CC2)s1";"YBLRRRKATMWSKQ-UHFFFAOYSA-N"
"CHEMBL3675768";"";"";"Small molecule";"";"492.40";"1";"1";"4.05";"78.18";"6";"2";"0";"8";"N";"0.49";"None";"6.95";"3.36";"3.23";"3";"MOL";"-1";"33";"7";"2";"0";"491.1379";"-1.16";"NEUTRAL";"C24H27Cl2N3O4";"COc1ccc2oc(C(=O)NCCC(O)CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2c1";"ZMTGTGUFQFSUCN-UHFFFAOYSA-N"
"CHEMBL562986";"";"";"Small molecule";"";"322.42";"4";"4";"2.06";"49.56";"6";"0";"0";"3";"N";"0.74";"None";"6.58";"0.79";"0.73";"3";"MOL";"-1";"24";"6";"0";"0";"322.1906";"-2.25";"NEUTRAL";"C18H22N6";"Cc1cc2ncc(CN3CCN(c4ccccn4)CC3)n2c(C)n1";"SPKDRJHZLKOERZ-UHFFFAOYSA-N"
"CHEMBL2112210";"";"";"Small molecule";"";"466.59";"2";"2";"4.43";"91.38";"5";"2";"0";"7";"N";"0.40";"None";"8.95";"3.55";"1.99";"3";"MOL";"-1";"35";"6";"3";"0";"466.2369";"-0.71";"BASE";"C29H30N4O2";"N#Cc1ccc2c(c1)[C@H]1CN(CCCCNC(=O)c3ccc(-c4ccc(N)cc4)cc3)C[C@@H]1CO2";"LLHCWQNGFVSDKL-SQHAQQRYSA-N"
"CHEMBL353220";"";"";"Small molecule";"";"443.39";"4";"5";"3.39";"40.10";"5";"1";"0";"5";"N";"0.77";"None";"8.15";"3.71";"2.71";"2";"MOL";"-1";"28";"5";"1";"0";"442.1368";"-0.81";"NEUTRAL";"C22H27BrN4O";"COc1ccc(Br)cc1C1=NCC[C@@H](CN2CCN(c3ccccc3)CC2)N1";"RVBVZFLMCDGFOZ-SFHVURJKSA-N"
"CHEMBL576756";"";"";"Small molecule";"";"409.47";"6";"6";"3.42";"84.15";"7";"1";"0";"4";"N";"0.71";"None";"8.38";"1.95";"0.93";"3";"MOL";"-1";"30";"7";"1";"0";"409.1914";"-1.28";"NEUTRAL";"C22H24FN5O2";"CNc1ncc2c(n1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O";"GFDZRHZKBRJIGS-UHFFFAOYSA-N"
"CHEMBL230872";"";"";"Small molecule";"";"442.56";"3";"3";"4.60";"42.24";"6";"0";"0";"8";"N";"0.37";"None";"7.62";"4.29";"3.87";"4";"MOL";"-1";"33";"6";"0";"0";"442.2369";"-1.88";"NEUTRAL";"C27H30N4O2";"COc1ccccc1N1CCN(CCCOc2ccc(-c3cn4ccccc4n3)cc2)CC1";"LNFJZMYMJHIQPZ-UHFFFAOYSA-N"
"CHEMBL1258034";"";"";"Small molecule";"";"488.58";"10";"10";"4.83";"59.73";"7";"0";"0";"7";"N";"0.35";"None";"9.63";"3.50";"1.30";"3";"MOL";"-1";"34";"6";"0";"0";"488.1970";"-1.40";"BASE";"C24H27F3N6S";"Cn1c(SCCCN2CCC3CC3(c3ccc(C(F)(F)F)cc3)CC2)nnc1-c1ccnnc1";"AYDQEBMCUGUQLW-UHFFFAOYSA-N"
"CHEMBL3922302";"";"";"Small molecule";"";"530.15";"2";"2";"6.71";"67.60";"5";"1";"2";"8";"N";"0.41";"None";"9.58";"5.22";"3.06";"2";"MOL";"-1";"37";"6";"1";"2";"529.3071";"-0.80";"BASE";"C30H44ClN3O3";"CO[C@]1(C)CC[C@@H](CC(=O)N[C@H]2CC[C@H](CCN3CCC(c4noc5cc(Cl)ccc45)CC3)CC2)CC1";"YUMQWMQAMSUQRF-QLVKKYPMSA-N"
"CHEMBL4443848";"";"";"Unknown";"";"358.87";"5";"31";"3.06";"48.47";"4";"1";"0";"5";"N";"0.89";"13.50";"5.92";"3.78";"3.77";"2";"MOL";"-1";"25";"5";"1";"0";"358.1560";"-2.65";"NEUTRAL";"C19H23ClN4O";"CCc1cccc(NC(=O)CN2CCN(c3ccc(Cl)cn3)CC2)c1";"MJNKHSYDQLOGOJ-UHFFFAOYSA-N"
"CHEMBL3930825";"";"";"Small molecule";"";"474.56";"3";"3";"4.65";"59.73";"7";"0";"0";"7";"N";"0.37";"None";"9.18";"3.60";"1.82";"3";"MOL";"-1";"33";"6";"0";"0";"474.1814";"-1.41";"BASE";"C23H25F3N6S";"Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccnn1";"USSJQLOQXQBGTM-AVRDEDQJSA-N"
"CHEMBL4073330";"";"";"Small molecule";"";"434.50";"8";"12";"3.13";"83.45";"8";"1";"0";"7";"N";"0.35";"10.95";"8.07";"3.84";"3.08";"4";"MOL";"-1";"32";"8";"1";"0";"434.1954";"-0.70";"NEUTRAL";"C24H26N4O4";"O=c1ccc2c(N3CCN(CCCCOc4ccn5nccc5c4)CC3)ccc(O)c2o1";"FSLWZIRTOUAUNP-UHFFFAOYSA-N"
"CHEMBL4248491";"";"";"Small molecule";"";"506.70";"9";"30";"4.81";"56.75";"6";"0";"1";"6";"N";"0.38";"None";"7.60";"3.96";"3.54";"4";"MOL";"-1";"35";"6";"0";"1";"506.1810";"-1.73";"NEUTRAL";"C27H30N4O2S2";"O=S(=O)(c1cncc2ccccc12)N1CCC[C@@H]1CCN1CCN(c2cccc3sccc23)CC1";"WFZGNCZPMNZWQB-JOCHJYFZSA-N"
"CHEMBL147159";"";"";"Small molecule";"";"361.49";"6";"10";"5.07";"43.70";"3";"2";"1";"4";"N";"0.80";"9.01";"10.02";"4.11";"2.88";"2";"MOL";"-1";"27";"3";"2";"1";"361.2042";"0.23";"BASE";"C24H27NO2";"Oc1ccc(C2=CCN(C[C@@H]3CCC=C(c4ccc(O)cc4)C3)CC2)cc1";"VMTIAIJOJOQAEM-GOSISDBHSA-N"
"CHEMBL4582714";"";"";"Unknown";"";"400.59";"2";"2";"3.15";"31.84";"6";"0";"0";"7";"N";"0.67";"None";"9.10";"3.24";"1.05";"2";"MOL";"-1";"28";"5";"0";"0";"400.2297";"-1.36";"BASE";"C22H32N4OS";"COc1ccccc1N1CCN(CCCCN2CCc3ncsc3CC2)CC1";"ALPOWWDAVMFBEC-UHFFFAOYSA-N"
"CHEMBL4577162";"";"";"Unknown";"";"504.50";"6";"6";"5.86";"57.36";"3";"2";"1";"12";"N";"0.33";"None";"10.37";"5.19";"2.33";"3";"MOL";"-1";"33";"5";"2";"1";"467.2340";"-0.79";"BASE";"C27H35Cl2N3O2";"CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)CC1CC1c1cc(Cl)ccc1OC.Cl";"XQXLIZUFYLRIQF-UHFFFAOYSA-N"
"CHEMBL4549667";"TP-030-2";"";"Unknown";"";"481.35";"353";"459";"3.12";"67.67";"5";"0";"0";"3";"N";"0.58";"10.89";"None";"2.98";"2.98";"3";"MOL";"-1";"31";"7";"0";"0";"480.0797";"-0.65";"NEUTRAL";"C23H21BrN4O3";"CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21";"KHVVJKLNKLQLJZ-SFHVURJKSA-N"
"CHEMBL476185";"";"";"Small molecule";"";"378.52";"3";"3";"3.07";"39.68";"4";"0";"0";"6";"N";"0.72";"None";"7.86";"3.47";"2.88";"2";"MOL";"-1";"28";"5";"0";"0";"378.2420";"-1.52";"NEUTRAL";"C23H30N4O";"O=C1c2ccccc2CCCN1CCCCN1CCN(c2ccccn2)CC1";"ZEZPYBMUPDTITR-UHFFFAOYSA-N"
"CHEMBL92438";"";"";"Small molecule";"";"442.61";"3";"3";"4.92";"58.12";"4";"1";"0";"10";"N";"0.45";"None";"9.98";"4.68";"2.15";"3";"MOL";"-1";"33";"5";"1";"0";"442.2733";"-1.05";"BASE";"C28H34N4O";"CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2ncncc2C1";"UYAJEEPVQYLWDN-UHFFFAOYSA-N"
"CHEMBL4866053";"";"";"Unknown";"";"341.43";"8";"8";"2.64";"39.60";"4";"1";"0";"4";"N";"0.93";"None";"7.98";"3.09";"2.41";"2";"MOL";"-1";"25";"4";"1";"0";"341.1903";"-1.13";"NEUTRAL";"C20H24FN3O";"OC1c2ccc(F)cc2CC1CCN1CCN(c2ccccn2)CC1";"RUOVJGSFCGUFDC-UHFFFAOYSA-N"
"CHEMBL346512";"";"";"Small molecule";"";"432.61";"3";"3";"4.07";"53.74";"5";"1";"0";"9";"N";"0.61";"10.42";"9.27";"4.07";"2.36";"2";"MOL";"-1";"32";"5";"1";"0";"432.2889";"-0.93";"BASE";"C27H36N4O";"N#CCCCN(CCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1";"OSAUGWDHZYWLTI-UHFFFAOYSA-N"
"CHEMBL3286429";"";"";"Small molecule";"";"355.87";"6";"7";"4.24";"32.51";"4";"0";"0";"5";"N";"0.69";"None";"8.08";"4.20";"3.44";"3";"MOL";"-1";"25";"4";"0";"0";"355.1451";"-1.78";"NEUTRAL";"C20H22ClN3O";"Clc1ccc(N2CCN(CCCc3nc4ccccc4o3)CC2)cc1";"ZLUCWPDQINEIOK-UHFFFAOYSA-N"
"CHEMBL392375";"";"";"Small molecule";"";"490.59";"7";"7";"8.14";"6.48";"3";"0";"1";"6";"N";"0.27";"None";"8.55";"8.12";"6.94";"4";"MOL";"-1";"35";"2";"0";"1";"490.1691";"-1.31";"BASE";"C29H25F3N2S";"CN(Cc1ccccc1)Cc1ccc(CN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)cc1";"BTRZZZIDRSFEJR-UHFFFAOYSA-N"
"CHEMBL3597642";"";"";"Small molecule";"";"441.96";"3";"3";"4.43";"57.95";"5";"1";"0";"8";"N";"0.52";"None";"7.83";"3.91";"3.34";"3";"MOL";"-1";"31";"6";"1";"0";"441.1819";"-1.36";"NEUTRAL";"C24H28ClN3O3";"COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cc3ccccc3o2)CC1";"QPTXJMAVTQKNGM-UHFFFAOYSA-N"
"CHEMBL1393230";"";"";"Small molecule";"";"494.53";"8";"11";"1.14";"100.63";"6";"2";"0";"7";"N";"0.72";"13.07";"7.11";"0.66";"0.48";"2";"MOL";"-1";"28";"8";"2";"0";"404.1518";"-2.67";"NEUTRAL";"C21H26N4O8S";"Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CNCc1ccccn1.O=C(O)C(=O)O";"UEEFDTVRLDOKDO-UHFFFAOYSA-N"
"CHEMBL1720870";"";"";"Small molecule";"";"438.56";"4";"4";"2.02";"74.05";"8";"0";"0";"3";"N";"0.62";"None";"3.43";"2.69";"2.69";"3";"MOL";"-1";"31";"8";"0";"0";"438.1838";"-2.14";"NEUTRAL";"C22H26N6O2S";"Cc1cc(=O)n2nc(N3CCC(C(=O)N4CCN(c5ccccc5)CC4)CC3)sc2n1";"NDSUHKFSTASWDA-UHFFFAOYSA-N"
"CHEMBL4522558";"";"";"Unknown";"";"546.97";"8";"14";"7.08";"45.23";"3";"1";"2";"12";"N";"0.26";"None";"10.37";"6.75";"3.89";"3";"MOL";"-1";"35";"4";"1";"2";"509.2001";"-1.12";"BASE";"C29H34Cl3N3O";"CCCN(CCCCNC(=O)c1ccc(-c2ccccn2)cc1)C[C@H]1C[C@@H]1c1cccc(Cl)c1Cl.Cl";"JEMQTHDWBCYAAO-BUDDBBPTSA-N"
"CHEMBL4070091";"";"";"Small molecule";"";"418.50";"6";"14";"2.76";"85.90";"7";"1";"0";"7";"N";"0.64";"12.89";"7.83";"2.59";"2.03";"3";"MOL";"-1";"31";"8";"1";"0";"418.2117";"-2.02";"NEUTRAL";"C23H26N6O2";"COc1ccccc1N1CCN(CCCC(=O)Nc2ccn3ncc(C#N)c3c2)CC1";"VDIKOHJQRNCQAT-UHFFFAOYSA-N"
"CHEMBL316125";"";"";"Small molecule";"";"353.51";"4";"4";"4.78";"41.29";"4";"1";"0";"4";"N";"0.86";"13.29";"10.01";"4.83";"2.27";"2";"MOL";"-1";"26";"4";"1";"0";"353.2467";"-1.02";"BASE";"C22H31N3O";"Cc1c(-c2ccccc2)nc(O)n1C1CCN(CC2CCCCC2)CC1";"VFLJXRCSXJBPAE-UHFFFAOYSA-N"
"CHEMBL2367896";"";"";"Small molecule";"";"438.59";"2";"2";"5.38";"62.40";"4";"1";"1";"7";"N";"0.54";"None";"7.27";"4.28";"4.04";"3";"MOL";"-1";"31";"5";"1";"1";"438.1977";"-0.74";"NEUTRAL";"C25H30N2O3S";"CCN1[C@@H](c2ccc(-c3cc(S(=O)(=O)CC)ccc3OC)[nH]2)CC[C@H]1c1ccccc1";"OVLGSRKGTAEWQF-BJKOFHAPSA-N"
"CHEMBL3698000";"";"";"Small molecule";"";"491.63";"3";"3";"3.85";"63.27";"6";"1";"0";"6";"N";"0.66";"None";"8.37";"4.26";"3.25";"2";"MOL";"-1";"36";"7";"1";"0";"491.2784";"-0.83";"NEUTRAL";"C29H37N3O4";"O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C1COc2ccccc2C1";"BEVNTRQRKQFZTA-UCWUDVSLSA-N"
"CHEMBL160396";"";"";"Small molecule";"";"356.86";"4";"5";"2.80";"44.01";"5";"1";"0";"4";"N";"0.78";"None";"7.06";"3.02";"2.85";"3";"MOL";"-1";"25";"5";"1";"0";"356.1404";"-1.64";"NEUTRAL";"C19H21ClN4O";"OCc1cccn2ncc(CN3CCN(c4ccc(Cl)cc4)CC3)c12";"AYTNWERJAAXIPL-UHFFFAOYSA-N"
"CHEMBL160626";"";"";"Small molecule";"";"351.84";"6";"9";"3.18";"47.57";"5";"0";"0";"3";"N";"0.73";"None";"6.87";"3.56";"3.45";"3";"MOL";"-1";"25";"5";"0";"0";"351.1251";"-1.93";"NEUTRAL";"C19H18ClN5";"N#Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12";"STIRDGXSGQTCAJ-UHFFFAOYSA-N"
"CHEMBL322179";"";"";"Small molecule";"";"425.53";"5";"5";"3.84";"52.65";"4";"1";"0";"6";"N";"0.48";"None";"7.16";"4.00";"3.80";"3";"MOL";"-1";"32";"5";"1";"0";"425.2103";"-0.98";"NEUTRAL";"C27H27N3O2";"O=C(NCCCN1CCN(c2ccccc2)CC1)c1cccc2c1-c1ccccc1C2=O";"QRUCJPHVVJRIMC-UHFFFAOYSA-N"
"CHEMBL325516";"";"";"Small molecule";"";"496.57";"18";"18";"6.01";"32.78";"3";"0";"1";"9";"N";"0.36";"None";"7.45";"6.65";"6.32";"3";"MOL";"-1";"36";"4";"0";"1";"496.2338";"-0.79";"NEUTRAL";"C29H31F3N2O2";"O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"NEUFWHZAVWYYSZ-UHFFFAOYSA-N"
"CHEMBL1529688";"";"";"Small molecule";"";"346.45";"5";"6";"2.72";"42.01";"5";"0";"0";"5";"N";"0.83";"None";"5.66";"2.44";"2.43";"2";"MOL";"-1";"24";"5";"0";"0";"346.1351";"-1.73";"NEUTRAL";"C18H22N2O3S";"COc1cccc(CN2CCN(C(=O)c3cccs3)CC2)c1OC";"LQJJUXXQTJGLEL-UHFFFAOYSA-N"
"CHEMBL1834184";"BI 99179";"";"Small molecule";"";"391.47";"484";"655";"4.15";"75.44";"4";"1";"0";"5";"N";"0.71";"None";"0.19";"3.14";"3.14";"3";"MOL";"-1";"29";"6";"1";"0";"391.1896";"-1.51";"NEUTRAL";"C23H25N3O3";"CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1";"YNFDIGJKJPNFFD-SJORKVTESA-N"
"CHEMBL575413";"";"";"Small molecule";"";"475.38";"3";"3";"3.13";"75.52";"7";"1";"0";"7";"N";"0.57";"11.56";"5.92";"3.95";"3.93";"3";"MOL";"-1";"32";"8";"1";"0";"474.1338";"-2.20";"NEUTRAL";"C22H24Cl2N6O2";"COc1ccc(-n2cc(C(=O)NCCN3CCN(c4cccc(Cl)c4Cl)CC3)nn2)cc1";"MVSNQBPXCXCTOS-UHFFFAOYSA-N"
"CHEMBL161811";"";"";"Small molecule";"";"393.47";"5";"11";"4.46";"46.61";"4";"0";"0";"7";"N";"0.51";"None";"10.85";"6.08";"2.91";"1";"MOL";"-1";"26";"4";"0";"0";"393.1585";"-0.18";"BASE";"C18H26F3NO3S";"CCCN(CCC)[C@@H]1CCc2c(OS(=O)(=O)C(F)(F)F)cccc2[C@@H]1C";"MUVDWLPPMXZXRR-XJKSGUPXSA-N"
"CHEMBL3358101";"";"";"Small molecule";"";"388.52";"6";"9";"3.57";"48.47";"4";"1";"0";"7";"N";"0.63";"None";"8.28";"3.54";"2.61";"3";"MOL";"-1";"29";"5";"1";"0";"388.2263";"-1.35";"NEUTRAL";"C24H28N4O";"O=C(NCCCCN1CCN(c2ccccc2)CC1)c1cc2ccccc2cn1";"OTTGJZVMJFEQJT-UHFFFAOYSA-N"
"CHEMBL3676908";"";"";"Small molecule";"";"506.69";"3";"3";"7.66";"45.48";"3";"1";"2";"7";"N";"0.28";"None";"9.70";"6.93";"4.65";"4";"MOL";"-1";"38";"4";"1";"2";"506.2933";"-0.58";"BASE";"C34H38N2O2";"O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(-c2ccccc2)cc1";"XCWPAVYMGKFSJB-BEESLVRJSA-N"
"CHEMBL29336";"";"";"Small molecule";"";"498.42";"2";"2";"4.17";"54.04";"5";"1";"0";"7";"N";"0.53";"13.90";"6.76";"4.25";"4.16";"3";"MOL";"-1";"32";"6";"1";"0";"497.1314";"-1.17";"NEUTRAL";"C25H28BrN3O3";"COc1ccc(N2CCN(CCNC(=O)c3cc(Br)c4ccccc4c3OC)CC2)cc1";"NSSRPQDUVUJSBX-UHFFFAOYSA-N"
"CHEMBL168566";"";"";"Small molecule";"";"373.88";"4";"5";"3.18";"67.59";"4";"2";"0";"6";"N";"0.76";"None";"9.01";"2.47";"0.86";"2";"MOL";"-1";"26";"5";"3";"0";"373.1557";"-1.48";"BASE";"C20H24ClN3O2";"COc1cc(N)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1";"XZPQRIJZBKZROM-OAHLLOKOSA-N"
"CHEMBL126656";"";"";"Small molecule";"";"507.59";"3";"3";"3.72";"44.81";"4";"1";"0";"8";"N";"0.57";"None";"7.58";"3.68";"3.27";"3";"MOL";"-1";"31";"5";"1";"0";"417.2416";"-1.36";"NEUTRAL";"C28H33N3O6";"COc1ccccc1N1CCN(CCCNC(=O)Cc2cccc3ccccc23)CC1.O=C(O)C(=O)O";"LRGZWDARPJAFMU-UHFFFAOYSA-N"
"CHEMBL4585651";"";"";"Unknown";"";"350.42";"2";"6";"2.40";"61.46";"4";"1";"0";"5";"N";"0.77";"None";"6.73";"1.56";"1.48";"3";"MOL";"-1";"26";"6";"1";"0";"350.1743";"-1.54";"NEUTRAL";"C20H22N4O2";"O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccncc2)CC1";"NBXGUYASUMJQNP-UHFFFAOYSA-N"
