"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL3941190";"";"";"Small molecule";"";"453.61";"5";"5";"3.97";"87.63";"7";"2";"0";"6";"N";"0.55";"None";"8.42";"3.48";"2.42";"3";"MOL";"-1";"32";"7";"3";"0";"453.2198";"-1.63";"NEUTRAL";"C24H31N5O2S";"Nc1ccc2c(N3CCN(CC[C@H]4CC[C@H](NC(=O)c5ccco5)CC4)CC3)nsc2c1";"RXFOCVABFXYDPB-UAPYVXQJSA-N"
"CHEMBL21118";"";"";"Small molecule";"";"362.50";"3";"3";"3.47";"62.40";"4";"1";"0";"6";"N";"0.85";"None";"6.90";"2.52";"2.40";"2";"MOL";"-1";"25";"5";"1";"0";"362.1664";"-1.31";"NEUTRAL";"C19H26N2O3S";"CCS(=O)(=O)c1ccc(OC)c(-c2ccc(CN3CCCCC3)[nH]2)c1";"XAJQNKDFXICIIO-UHFFFAOYSA-N"
"CHEMBL201318";"";"";"Small molecule";"";"519.61";"3";"3";"4.77";"72.80";"6";"1";"1";"6";"N";"0.55";"9.06";"7.53";"6.00";"5.78";"2";"MOL";"-1";"37";"7";"1";"1";"519.2821";"-1.23";"NEUTRAL";"C27H36F3N5O2";"CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCCc4c(O)cccc43)CC2)cc(C(F)(F)F)n1";"MONABEPWKHXIEW-UHFFFAOYSA-N"
"CHEMBL367129";"";"";"Small molecule";"";"574.62";"2";"2";"5.35";"92.78";"6";"1";"2";"10";"N";"0.15";"None";"7.66";"5.82";"5.37";"3";"MOL";"-1";"40";"7";"1";"2";"574.1749";"-0.84";"NEUTRAL";"C29H29F3N2O5S";"CC(=O)c1ccc(-c2ccc(C(=O)NCCCCN3CCc4ccc(OS(=O)(=O)C(F)(F)F)cc4C3)cc2)cc1";"JBETURIRTKWRDW-UHFFFAOYSA-N"
"CHEMBL3957256";"";"";"Small molecule";"";"552.67";"2";"2";"5.50";"70.84";"6";"1";"2";"7";"N";"0.42";"None";"9.57";"4.81";"2.66";"3";"MOL";"-1";"40";"7";"1";"2";"552.2912";"-1.67";"BASE";"C31H38F2N4O3";"O=C(N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1ccc(N2CCOCC2)c(F)c1";"LUYOYJRCUNHAKE-OKDASEJXSA-N"
"CHEMBL3358512";"";"";"Small molecule";"";"387.53";"5";"5";"4.17";"35.58";"3";"1";"0";"7";"N";"0.62";"None";"8.37";"4.37";"3.36";"3";"MOL";"-1";"29";"4";"1";"0";"387.2311";"-1.26";"NEUTRAL";"C25H29N3O";"O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1ccccc1";"MXPOQDYZUGUMLL-UHFFFAOYSA-N"
"CHEMBL3695415";"";"";"Small molecule";"";"412.62";"3";"3";"4.91";"41.57";"3";"1";"0";"7";"N";"0.69";"None";"9.83";"4.84";"2.44";"1";"MOL";"-1";"30";"4";"1";"0";"412.3090";"-0.63";"BASE";"C26H40N2O2";"CCC(C)C(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1";"ZOJYMCBGKBJTGD-RVZUZXSLSA-N"
"CHEMBL4856265";"";"";"Unknown";"";"478.59";"6";"6";"5.56";"61.80";"4";"2";"1";"7";"N";"0.37";"10.13";"7.19";"5.66";"5.46";"4";"MOL";"-1";"36";"5";"2";"1";"478.2256";"-0.71";"NEUTRAL";"C31H30N2O3";"COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(-c3ccccc3)cc1)CC2";"VYXOLFYPJGDFAZ-UHFFFAOYSA-N"
"CHEMBL4857665";"";"";"Unknown";"";"383.92";"8";"16";"4.08";"36.44";"4";"0";"0";"6";"N";"0.70";"None";"7.49";"4.70";"4.36";"2";"MOL";"-1";"27";"4";"0";"0";"383.1764";"-1.16";"NEUTRAL";"C22H26ClN3O";"O=C1c2ccc(Cl)cc2CC1CCCCN1CCN(c2ccccn2)CC1";"YQSDVKUMLQLWSX-UHFFFAOYSA-N"
"CHEMBL136629";"";"";"Small molecule";"";"362.54";"1";"1";"6.01";"6.48";"3";"0";"1";"4";"N";"0.56";"None";"9.20";"5.95";"4.15";"3";"MOL";"-1";"26";"2";"0";"1";"362.1817";"-0.74";"BASE";"C23H26N2S";"Cc1ccc(C)c2c1Sc1c(ccc3ccccc13)N2CCCN(C)C";"YVPBESDCGKPQTK-UHFFFAOYSA-N"
"CHEMBL3953042";"";"";"Small molecule";"";"387.50";"2";"2";"4.23";"58.37";"4";"1";"0";"5";"N";"0.83";"None";"9.54";"2.92";"0.80";"2";"MOL";"-1";"28";"5";"1";"0";"387.2322";"-1.38";"BASE";"C22H30FN3O2";"CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4ccc(F)cc34)CC2)CC1";"VPIBUDXDYGVIBY-RUCARUNLSA-N"
"CHEMBL110247";"";"";"Small molecule";"";"335.50";"1";"1";"4.21";"11.41";"3";"0";"0";"4";"N";"0.71";"None";"9.33";"4.07";"2.15";"3";"MOL";"-1";"25";"3";"0";"0";"335.2361";"-0.56";"BASE";"C22H29N3";"C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1C";"QDBZAAWPKCEIBY-HDICACEKSA-N"
"CHEMBL3905072";"";"";"Small molecule";"";"507.61";"2";"2";"5.18";"76.83";"6";"1";"2";"7";"N";"0.47";"None";"9.57";"4.38";"2.23";"3";"MOL";"-1";"37";"7";"1";"2";"507.2533";"-1.21";"BASE";"C29H34FN3O4";"O=C(Cc1ccc2c(c1)OCO2)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1";"QSYSGNJXSQQELK-UILWBTOOSA-N"
"CHEMBL58669";"";"";"Small molecule";"";"456.63";"2";"4";"5.84";"52.57";"3";"2";"1";"10";"N";"0.38";"9.95";"10.81";"5.67";"3.55";"3";"MOL";"-1";"34";"4";"2";"1";"456.2777";"-0.58";"BASE";"C30H36N2O2";"CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(O)cccc2C1";"RISZOHTXHUANFZ-UHFFFAOYSA-N"
"CHEMBL4475978";"";"";"Unknown";"";"453.59";"4";"7";"3.12";"69.31";"6";"2";"0";"11";"N";"0.31";"12.95";"7.56";"3.24";"2.85";"2";"MOL";"-1";"33";"8";"2";"0";"453.2740";"-1.34";"NEUTRAL";"C25H35N5O3";"C=CCN(NC(=O)NCCCN1CCN(c2ccccc2OC)CC1)c1ccc(OC)cc1";"KSKYFMKUEDYOIZ-UHFFFAOYSA-N"
"CHEMBL136529";"";"";"Small molecule";"";"332.45";"1";"1";"3.02";"35.16";"3";"1";"0";"3";"N";"0.80";"None";"7.24";"2.45";"2.22";"3";"MOL";"-1";"25";"4";"1";"0";"332.2001";"-0.76";"NEUTRAL";"C21H24N4";"c1ccc2c3c([nH]c2c1)CCN1CCN(CCc2ccncc2)CC31";"JLPQEMCCJSONLS-UHFFFAOYSA-N"
"CHEMBL3939830";"";"";"Small molecule";"";"474.56";"3";"3";"4.65";"59.73";"7";"0";"0";"7";"N";"0.37";"None";"9.20";"3.22";"1.42";"3";"MOL";"-1";"33";"6";"0";"0";"474.1814";"-1.36";"BASE";"C23H25F3N6S";"Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1";"ACKJXZGTUCARLB-UGKGYDQZSA-N"
"CHEMBL3740488";"";"";"Small molecule";"";"480.83";"2";"2";"5.71";"57.43";"6";"1";"1";"8";"N";"0.42";"12.69";"7.45";"5.97";"5.65";"3";"MOL";"-1";"31";"6";"1";"1";"479.1046";"-1.86";"NEUTRAL";"C22H24Cl3N5O";"Clc1cccc(-c2nc(NCCCCN3CCN(c4ccc(Cl)cc4Cl)CC3)no2)c1";"UKXWOBLYTMPNDW-UHFFFAOYSA-N"
"CHEMBL4551220";"";"";"Unknown";"";"371.51";"5";"8";"2.58";"43.86";"4";"0";"0";"4";"N";"0.83";"None";"8.14";"3.04";"2.22";"2";"MOL";"-1";"26";"5";"0";"0";"371.1667";"-1.80";"NEUTRAL";"C20H25N3O2S";"CCN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccccc2)CC3)CC1";"BADALEVDXACSLP-UHFFFAOYSA-N"
"CHEMBL4591250";"";"";"Unknown";"";"385.53";"5";"8";"2.97";"43.86";"4";"0";"0";"5";"N";"0.79";"None";"8.44";"3.56";"2.48";"2";"MOL";"-1";"27";"5";"0";"0";"385.1824";"-1.77";"NEUTRAL";"C21H27N3O2S";"CCCN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccccc2)CC3)CC1";"SJSVMGMRQLCIER-UHFFFAOYSA-N"
"CHEMBL52468";"";"";"Small molecule";"";"533.57";"2";"2";"4.43";"88.60";"6";"1";"1";"9";"N";"0.19";"None";"7.66";"5.28";"4.83";"3";"MOL";"-1";"37";"7";"1";"1";"533.1596";"-0.88";"NEUTRAL";"C26H26F3N3O4S";"O=C(/C=C/c1ccc2ncccc2c1)NCCCCN1CCc2ccc(OS(=O)(=O)C(F)(F)F)cc2C1";"PCVICCVMMOFTLF-UXBLZVDNSA-N"
"CHEMBL175875";"";"";"Small molecule";"";"434.37";"4";"4";"4.11";"44.81";"4";"1";"0";"7";"N";"0.67";"None";"6.40";"4.38";"4.34";"2";"MOL";"-1";"29";"5";"1";"0";"433.1324";"-1.30";"NEUTRAL";"C22H25Cl2N3O2";"COc1cccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)c1";"KOJQTECQJQQSSZ-NSCUHMNNSA-N"
"CHEMBL353642";"";"";"Small molecule";"";"536.39";"1";"1";"5.18";"44.81";"4";"1";"2";"6";"N";"0.47";"13.90";"6.72";"5.28";"5.20";"3";"MOL";"-1";"34";"5";"1";"2";"535.1082";"-1.42";"NEUTRAL";"C25H25BrF3N3O2";"COc1c(C(=O)NCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc(Br)c2ccccc12";"PJBTVIXTPXKPPS-UHFFFAOYSA-N"
"CHEMBL4527388";"";"";"Unknown";"";"343.45";"4";"5";"1.85";"52.65";"4";"1";"0";"3";"N";"0.92";"None";"8.87";"2.30";"0.82";"2";"MOL";"-1";"24";"5";"1";"0";"343.1354";"-1.25";"BASE";"C18H21N3O2S";"O=S(=O)(c1ccccc1)N1CCc2c(N3CCNCC3)cccc21";"XNPPTXOONQRENR-UHFFFAOYSA-N"
"CHEMBL349034";"";"";"Small molecule";"";"383.52";"5";"7";"3.80";"44.29";"5";"1";"0";"6";"N";"0.82";"None";"8.64";"3.89";"2.62";"2";"MOL";"-1";"28";"5";"1";"0";"383.2485";"-1.69";"BASE";"C22H30FN5";"Fc1ccc(N2CCN(CC[C@H]3CC[C@H](Nc4ncccn4)CC3)CC2)cc1";"FANDJZBJYJYKGY-KESTWPANSA-N"
"CHEMBL3588986";"";"";"Small molecule";"";"469.42";"4";"4";"5.34";"52.98";"5";"1";"1";"7";"N";"0.37";"None";"7.45";"5.69";"5.37";"4";"MOL";"-1";"32";"6";"1";"1";"468.1596";"-1.68";"NEUTRAL";"C24H26Cl2N6";"Clc1cccc(N2CCN(CCCCn3cc(-c4ccc5[nH]ccc5c4)nn3)CC2)c1Cl";"FVHLWQUAXIQGNY-UHFFFAOYSA-N"
"CHEMBL4514440";"";"";"Unknown";"";"343.45";"4";"6";"1.85";"52.65";"4";"1";"0";"3";"N";"0.92";"None";"8.90";"2.30";"0.79";"2";"MOL";"-1";"24";"5";"1";"0";"343.1354";"-1.72";"BASE";"C18H21N3O2S";"O=S(=O)(c1ccccc1)N1CCc2cc(N3CCNCC3)ccc21";"NIACINIBVJMBGI-UHFFFAOYSA-N"
"CHEMBL97856";"";"";"Small molecule";"";"440.59";"3";"3";"5.37";"52.57";"3";"2";"1";"7";"N";"0.49";"10.55";"9.76";"4.90";"2.86";"3";"MOL";"-1";"33";"4";"2";"1";"440.2464";"-0.08";"BASE";"C29H32N2O2";"O=C(NCCCCN1CC[C@H]2c3ccc(O)cc3CC[C@@H]21)c1ccc(-c2ccccc2)cc1";"GFWJJPMDPCQZBK-NSOVKSMOSA-N"
"CHEMBL3323014";"";"";"Small molecule";"";"520.63";"3";"3";"4.73";"74.25";"7";"1";"1";"7";"N";"0.45";"None";"7.63";"5.76";"5.33";"3";"MOL";"-1";"36";"7";"1";"1";"520.2232";"-1.87";"NEUTRAL";"C25H31F3N6OS";"CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4cccnc4s3)CC2)cc(C(F)(F)F)n1";"NOWHSPBMDLMCKJ-UHFFFAOYSA-N"
"CHEMBL258090";"";"";"Small molecule";"";"566.65";"5";"5";"6.17";"72.87";"8";"0";"2";"7";"N";"0.17";"None";"7.65";"5.31";"4.86";"5";"MOL";"-1";"40";"7";"0";"2";"566.2076";"-1.60";"NEUTRAL";"C29H29F3N6OS";"Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(CC(F)(F)F)oc6cc5CC4)n3C)cccc2n1";"LAGGNVKIMAMGMQ-UHFFFAOYSA-N"
"CHEMBL3642681";"";"";"Small molecule";"";"468.64";"3";"3";"3.96";"81.84";"6";"2";"0";"7";"N";"0.64";"None";"8.54";"3.19";"2.02";"2";"MOL";"-1";"34";"7";"2";"0";"468.3100";"-0.87";"BASE";"C27H40N4O3";"O=C(C[C@H]1CC[C@H](O)CC1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1";"JNSGCKSGQOFGBY-KBQPQWKXSA-N"
"CHEMBL1258605";"";"";"Small molecule";"";"453.61";"3";"3";"4.25";"69.21";"8";"0";"0";"7";"N";"0.39";"None";"9.11";"3.04";"1.33";"3";"MOL";"-1";"32";"7";"0";"0";"453.2198";"-1.29";"BASE";"C24H31N5O2S";"COc1ccc2c(c1)C1(CCC2)CCN(CCCSc2nnc(-c3ocnc3C)n2C)C1";"HURBEFKRLRSDKC-UHFFFAOYSA-N"
"CHEMBL3758330";"";"";"Small molecule";"";"403.53";"4";"5";"3.88";"55.81";"4";"2";"0";"7";"N";"0.59";"10.20";"7.94";"4.07";"3.42";"3";"MOL";"-1";"30";"5";"2";"0";"403.2260";"-1.09";"NEUTRAL";"C25H29N3O2";"O=C(NCCCCN1CCN(c2ccccc2O)CC1)c1ccc2ccccc2c1";"UGRYVQVSCSWCQH-UHFFFAOYSA-N"
"CHEMBL3760063";"";"";"Small molecule";"";"376.50";"4";"5";"1.64";"57.28";"5";"1";"0";"7";"N";"0.73";"None";"7.93";"1.27";"0.62";"1";"MOL";"-1";"27";"7";"1";"0";"376.2474";"-1.83";"NEUTRAL";"C20H32N4O3";"COc1ccccc1N1CCN(CCCCNC(=O)N2CCOCC2)CC1";"VOCJQDHVNNMIHT-UHFFFAOYSA-N"
"CHEMBL29433";"";"";"Small molecule";"";"492.07";"15";"18";"4.96";"61.88";"6";"1";"0";"5";"N";"0.55";"6.50";"8.94";"3.61";"3.53";"3";"MOL";"-1";"32";"6";"1";"0";"491.1104";"-1.74";"BASE";"C23H26ClN3O3S2";"COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN2CCC[C@H]2C1";"DVALOPXWVWHIHY-SFHVURJKSA-N"
"CHEMBL1923415";"";"";"Small molecule";"";"344.39";"7";"14";"2.62";"45.17";"5";"1";"0";"3";"N";"0.93";"8.34";"6.61";"2.83";"2.89";"2";"MOL";"-1";"25";"5";"1";"0";"344.1536";"-1.31";"NEUTRAL";"C19H21FN2O3";"Oc1cc(CN2CCN(c3ccc4c(c3)OCCO4)CC2)ccc1F";"SXICCGPFVRVNMD-UHFFFAOYSA-N"
"CHEMBL192906";"";"";"Small molecule";"";"324.47";"1";"1";"4.16";"25.24";"3";"0";"0";"7";"N";"0.71";"None";"9.74";"4.28";"1.97";"2";"MOL";"-1";"24";"3";"0";"0";"324.2202";"-0.85";"BASE";"C21H28N2O";"CCCN(CCC)[C@H]1CCn2c(ccc2C(=O)c2ccccc2)C1";"DPSMXTVVZQPEQV-SFHVURJKSA-N"
"CHEMBL2420780";"";"";"Small molecule";"";"322.24";"5";"6";"3.71";"19.37";"3";"0";"0";"3";"N";"0.86";"None";"6.31";"3.64";"3.61";"2";"MOL";"-1";"21";"3";"0";"0";"321.0800";"-1.83";"NEUTRAL";"C16H17Cl2N3";"Clc1cccc(N2CCN(Cc3cccnc3)CC2)c1Cl";"QQOOJNNFPCENEO-UHFFFAOYSA-N"
"CHEMBL246856";"";"";"Small molecule";"";"340.85";"3";"5";"4.30";"39.26";"2";"2";"0";"3";"N";"0.75";"13.96";"7.99";"3.50";"2.82";"3";"MOL";"-1";"24";"3";"2";"0";"340.1342";"-0.79";"NEUTRAL";"C20H21ClN2O";"OC1(c2ccc(Cl)cc2)CCN(Cc2cc3ccccc3[nH]2)CC1";"DUMMVZVWGFDXEM-UHFFFAOYSA-N"
"CHEMBL246020";"";"";"Small molecule";"";"338.88";"4";"7";"5.38";"19.03";"1";"1";"1";"3";"N";"0.68";"None";"9.50";"5.19";"3.10";"3";"MOL";"-1";"24";"2";"1";"1";"338.1550";"-0.58";"BASE";"C21H23ClN2";"CC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1";"ORIBLMYUFXRADV-UHFFFAOYSA-N"
"CHEMBL3676874";"";"";"Small molecule";"";"438.61";"3";"3";"5.25";"54.71";"4";"1";"1";"7";"N";"0.64";"None";"9.70";"3.96";"1.68";"2";"MOL";"-1";"32";"5";"1";"1";"438.2882";"-0.72";"BASE";"C27H38N2O3";"O=C(CC1CCCO1)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1";"AMCLEKXUPLBXGM-YEMPIKNUSA-N"
"CHEMBL3287397";"";"";"Small molecule";"";"447.37";"7";"22";"4.43";"50.08";"6";"0";"0";"8";"N";"0.38";"None";"7.43";"4.60";"4.28";"3";"MOL";"-1";"30";"6";"0";"0";"446.1276";"-1.49";"NEUTRAL";"C22H24Cl2N4O2";"O=Cc1cnn2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12";"VPYCAVXBANQPPA-UHFFFAOYSA-N"
"CHEMBL234459";"";"";"Small molecule";"";"414.50";"7";"7";"6.49";"15.27";"3";"1";"1";"6";"N";"0.46";"None";"9.13";"6.15";"4.43";"3";"MOL";"-1";"29";"2";"1";"1";"414.1378";"-1.34";"BASE";"C23H21F3N2S";"FC(F)(F)c1ccc2c(c1)N(CCCNCc1ccccc1)c1ccccc1S2";"LNXVJUDAWHXQIA-UHFFFAOYSA-N"
"CHEMBL4435184";"";"";"Unknown";"";"377.49";"2";"6";"3.57";"48.57";"3";"1";"0";"6";"N";"0.71";"None";"6.61";"3.74";"3.67";"3";"MOL";"-1";"28";"5";"1";"0";"377.2103";"-1.43";"NEUTRAL";"C23H27N3O2";"CCc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1";"YFXKXPJODMVGSV-UHFFFAOYSA-N"
"CHEMBL562836";"";"";"Small molecule";"";"373.52";"3";"6";"4.22";"26.79";"2";"0";"0";"6";"N";"0.75";"None";"9.28";"3.64";"1.76";"1";"MOL";"-1";"27";"4";"0";"0";"373.2529";"-0.77";"BASE";"C22H32FN3O";"CN(CCN1CCN(c2ccc(F)cc2)C1=O)C[C@]12CC[C@H](CC1)C2(C)C";"MLUVBFQPCVSGBZ-LMTLIKQPSA-N"
"CHEMBL272853";"";"";"Small molecule";"";"354.43";"5";"13";"3.00";"33.01";"5";"0";"0";"6";"N";"0.68";"None";"6.23";"3.31";"3.28";"3";"MOL";"-1";"26";"5";"0";"0";"354.1856";"-1.83";"NEUTRAL";"C20H23FN4O";"FCCOc1ccc(N2CCN(Cc3cc4ccccn4n3)CC2)cc1";"MUMVCUPHGPDDKM-UHFFFAOYSA-N"
"CHEMBL127257";"";"";"Small molecule";"";"320.44";"17";"22";"3.50";"35.16";"3";"1";"0";"3";"N";"0.80";"11.48";"6.31";"4.04";"4.01";"3";"MOL";"-1";"24";"4";"1";"0";"320.2001";"-1.95";"NEUTRAL";"C20H24N4";"Cc1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)cc1C";"SAQMCVDGOIRQTC-UHFFFAOYSA-N"
"CHEMBL61444";"";"";"Small molecule";"";"510.72";"2";"3";"6.92";"41.57";"3";"1";"2";"13";"N";"0.25";"None";"10.42";"7.35";"4.46";"3";"MOL";"-1";"38";"4";"1";"2";"510.3246";"-0.85";"BASE";"C34H42N2O2";"CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(cccc2OCC2CC2)C1";"UUKCJRIPKQWEID-UHFFFAOYSA-N"
"CHEMBL397536";"";"";"Small molecule";"";"380.48";"7";"7";"6.04";"6.48";"3";"0";"1";"6";"N";"0.60";"None";"9.74";"5.52";"3.21";"2";"MOL";"-1";"26";"2";"0";"1";"380.1534";"-1.61";"BASE";"C20H23F3N2S";"CCN(CC)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21";"ZRLBSXCOTYEKSH-UHFFFAOYSA-N"
"CHEMBL7508";"";"";"Small molecule";"";"418.28";"4";"5";"3.26";"23.78";"4";"0";"0";"3";"N";"0.61";"None";"7.25";"4.11";"3.88";"3";"MOL";"-1";"23";"4";"0";"0";"418.0654";"-2.19";"NEUTRAL";"C18H19IN4";"Ic1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1";"OPMVQDXWBONTGB-UHFFFAOYSA-N"
"CHEMBL4446664";"";"";"Unknown";"";"360.53";"3";"15";"3.25";"41.49";"6";"0";"0";"5";"N";"0.82";"None";"4.75";"4.44";"4.44";"2";"MOL";"-1";"25";"5";"0";"0";"360.1984";"-2.35";"NEUTRAL";"C19H28N4OS";"CCN(CC)c1nc(CN2CCOCC2)nc2sc3c(c12)CCCC3";"UMBDYQKURBMPDQ-UHFFFAOYSA-N"
"CHEMBL335545";"CI-1007";"CI-1007";"Small molecule";"";"329.49";"10";"31";"5.66";"3.24";"1";"0";"1";"4";"N";"0.70";"None";"9.64";"5.62";"3.40";"2";"MOL";"-1";"25";"1";"0";"1";"329.2143";"-0.03";"BASE";"C24H27N";"C1=C(c2ccccc2)CCN(C[C@@H]2CCC=C(c3ccccc3)C2)C1";"XBGWTWPYCTZIIE-HXUWFJFHSA-N"
"CHEMBL3984387";"";"";"Small molecule";"";"480.59";"3";"3";"4.71";"59.73";"8";"0";"0";"7";"N";"0.36";"None";"9.18";"4.39";"2.61";"3";"MOL";"-1";"32";"6";"0";"0";"480.1378";"-1.66";"BASE";"C21H23F3N6S2";"Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1csnn1";"KDMBMLINAPXLCW-JXFKEZNVSA-N"
"CHEMBL219261";"";"";"Small molecule";"";"343.40";"7";"17";"2.59";"59.28";"3";"1";"0";"4";"N";"0.69";"13.86";"6.73";"1.73";"1.65";"2";"MOL";"-1";"25";"5";"1";"0";"343.1696";"-2.03";"NEUTRAL";"C19H22FN3O2";"Cc1cc(F)ccc1NC(=O)CN1CCC(c2cccc[n+]2[O-])CC1";"MYDLUAXWIJFAIL-UHFFFAOYSA-N"
"CHEMBL302021";"";"";"Small molecule";"";"391.48";"18";"22";"2.49";"60.41";"5";"1";"0";"4";"N";"0.87";"13.86";"6.86";"2.69";"2.58";"2";"MOL";"-1";"29";"7";"1";"0";"391.2008";"-0.76";"NEUTRAL";"C22H25N5O2";"COc1ccccc1N1CCN(CC2CN3C(=O)Nc4ccccc4C3=N2)CC1";"ZAKQYSXDZKMEJJ-UHFFFAOYSA-N"
"CHEMBL3952892";"";"";"Small molecule";"";"462.03";"2";"2";"5.15";"67.60";"5";"1";"1";"8";"N";"0.59";"None";"9.58";"3.86";"1.71";"2";"MOL";"-1";"32";"6";"1";"1";"461.2445";"-1.22";"BASE";"C25H36ClN3O3";"CO[C@@H](C)CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1";"JIZQRMQHJXHWIA-WFXMLNOXSA-N"
"CHEMBL363581";"";"";"Small molecule";"";"329.44";"11";"11";"4.47";"12.47";"3";"0";"0";"2";"N";"0.81";"None";"8.80";"4.25";"2.84";"2";"MOL";"-1";"23";"2";"0";"0";"329.1250";"-0.44";"BASE";"C19H20FNOS";"CN(C)C[C@@H]1CC2c3ccccc3Sc3ccc(F)cc3[C@H]2O1";"BSOLCASXROXPRZ-SHZHJNINSA-N"
"CHEMBL3323659";"";"";"Small molecule";"";"370.47";"4";"6";"3.25";"85.35";"5";"4";"0";"5";"N";"0.56";"6.97";"9.85";"2.34";"2.24";"3";"MOL";"-1";"26";"5";"4";"0";"370.1351";"0.23";"BASE";"C20H22N2O3S";"O=c1[nH]c2c(O)ccc([C@@H](O)CN[C@@H]3CCC[C@@H]3c3ccccc3)c2s1";"IAEPLCQQQMHCHK-UNEWFSDZSA-N"
"CHEMBL477249";"";"";"Small molecule";"";"407.56";"3";"3";"3.69";"36.02";"4";"0";"0";"6";"N";"0.73";"None";"7.81";"3.86";"3.31";"2";"MOL";"-1";"30";"5";"0";"0";"407.2573";"-1.09";"NEUTRAL";"C25H33N3O2";"COc1ccc(N2CCN(CCCN3CCCCc4ccccc4C3=O)CC2)cc1";"SGPQBAMKWVQVFJ-UHFFFAOYSA-N"
"CHEMBL67982";"";"";"Small molecule";"";"340.88";"4";"4";"5.24";"16.13";"3";"0";"1";"3";"N";"0.65";"None";"7.26";"5.20";"4.96";"3";"MOL";"-1";"23";"2";"0";"1";"340.0801";"-1.85";"NEUTRAL";"C19H17ClN2S";"Clc1ccccc1CN1CC=C(c2nc3ccccc3s2)CC1";"JWSNGTPFUMQTQE-UHFFFAOYSA-N"
"CHEMBL130680";"";"";"Small molecule";"";"458.67";"2";"2";"4.83";"58.64";"4";"1";"0";"11";"N";"0.52";"10.19";"10.88";"4.53";"2.18";"2";"MOL";"-1";"32";"5";"1";"0";"458.2603";"-0.57";"BASE";"C26H38N2O3S";"CCCN(CCC)[C@@H]1CCc2c(ccc(CCc3ccc(NS(C)(=O)=O)cc3)c2OC)C1";"ZINAGLZHGNCAAM-XMMPIXPASA-N"
"CHEMBL1462994";"";"";"Small molecule";"";"482.61";"12";"16";"3.88";"65.77";"7";"2";"0";"5";"N";"0.29";"8.01";"6.90";"3.64";"3.73";"5";"MOL";"-1";"35";"7";"1";"0";"482.1889";"-1.81";"NEUTRAL";"C27H26N6OS";"O=C(NCCN1CCN(c2ccccc2)CC1)c1ccc2c(c1)nc(S)n1c3ccccc3nc21";"QYJWKZILKVHCOR-UHFFFAOYSA-N"
"CHEMBL239708";"";"";"Small molecule";"";"467.61";"3";"3";"5.23";"43.86";"4";"0";"1";"9";"N";"0.32";"None";"9.10";"5.16";"3.45";"3";"MOL";"-1";"35";"5";"0";"1";"467.2573";"-1.06";"BASE";"C30H33N3O2";"O=C1c2ccccc2C(=O)N1CCCCN1CCC(N(Cc2ccccc2)c2ccccc2)CC1";"GKIMLDRVPMXRGW-UHFFFAOYSA-N"
